match_definition,city,_property_key,rows,unique_sale_dates,first_date,last_date
parcel_street,אשדוד,אשדוד|2066-323|אגדיר,11,11,2000-11-15,2024-05-16
parcel_street,אשדוד,אשדוד|2066-324|אגדיר,10,10,2005-07-20,2023-07-04
parcel_street,אשדוד,אשדוד|2066-325|קבוץ גלויות,22,11,1998-12-30,2023-04-13
parcel_street,אשדוד,אשדוד|2066-326|קבוץ גלויות,28,14,2006-11-20,2024-01-31
parcel_street,אשדוד,אשדוד|2066-327|קבוץ גלויות,14,7,2004-06-30,2024-02-01
parcel_street,אשדוד,אשדוד|2066-328|קבוץ גלויות,28,14,1999-06-20,2022-04-10
parcel_street,אשדוד,"אשדוד|2066-329|רמב""ם",68,34,2003-12-02,2024-04-09
parcel_street,אשדוד,אשדוד|2066-32|אבן גבירול,2,2,2022-06-01,2023-11-26
parcel_street,אשדוד,אשדוד|2066-330|קבוץ גלויות,22,11,2007-07-31,2023-05-23
parcel_street,אשדוד,אשדוד|2066-331|קבוץ גלויות,18,9,2008-01-01,2022-07-04
parcel_street,אשדוד,אשדוד|2066-332|קבוץ גלויות,32,16,1999-07-05,2024-08-22
parcel_street,אשדוד,אשדוד|2066-333|סולד הנריטה,69,23,1998-07-27,2024-02-01
parcel_street,אשדוד,אשדוד|2066-334|קבוץ גלויות,14,7,2006-04-30,2024-09-08
parcel_street,אשדוד,אשדוד|2066-335|הרב הרצוג,32,32,1999-05-16,2024-08-14
parcel_street,אשדוד,אשדוד|2066-336|קבוץ גלויות,10,5,1998-12-27,2023-01-12
parcel_street,אשדוד,אשדוד|2066-337|קבוץ גלויות,24,12,2005-12-19,2022-02-17
parcel_street,אשדוד,אשדוד|2066-338|בורוכוב,6,6,2006-05-08,2023-02-08
parcel_street,אשדוד,אשדוד|2066-339|בורוכוב,3,3,2004-12-16,2024-07-11
parcel_street,אשדוד,אשדוד|2066-339|קבוץ גלויות,8,4,2016-06-02,2024-05-28
parcel_street,אשדוד,אשדוד|2066-340|קבוץ גלויות,22,11,2006-03-23,2022-04-15
parcel_street,אשדוד,אשדוד|2066-341|בורוכוב,10,10,2006-05-17,2022-03-22
parcel_street,אשדוד,אשדוד|2066-342|קבוץ גלויות,22,11,2008-04-14,2024-01-26
parcel_street,אשדוד,אשדוד|2066-343|קבוץ גלויות,20,10,2007-08-19,2023-06-28
parcel_street,אשדוד,אשדוד|2066-344|בורוכוב,7,7,2010-01-03,2022-11-27
parcel_street,אשדוד,אשדוד|2066-345|קבוץ גלויות,8,4,2009-12-07,2022-07-21
parcel_street,אשדוד,אשדוד|2066-346|קבוץ גלויות,14,7,2007-09-02,2017-11-15
parcel_street,אשדוד,"אשדוד|2066-348|רמב""ם",24,12,2008-08-11,2023-10-25
parcel_street,אשדוד,"אשדוד|2066-349|רמב""ם",28,14,2007-06-03,2024-03-12
parcel_street,אשדוד,"אשדוד|2066-350|רמב""ם",14,7,2010-12-01,2022-02-03
parcel_street,אשדוד,"אשדוד|2066-351|רמב""ם",16,8,2007-11-29,2023-12-28
parcel_street,אשדוד,"אשדוד|2066-352|רמב""ם",18,9,2010-08-10,2023-09-04
parcel_street,אשדוד,אשדוד|2066-356|הרב הרצוג,6,6,2008-12-29,2023-09-10
parcel_street,אשדוד,אשדוד|2066-360|הרב הרצוג,5,5,2011-06-03,2023-04-23
parcel_street,אשדוד,אשדוד|2066-361|הרב הרצוג,6,6,2008-02-04,2022-01-06
parcel_street,אשדוד,אשדוד|2066-362|הרב הרצוג,7,7,1998-08-09,2022-11-22
parcel_street,אשדוד,אשדוד|2066-363|הרב הרצוג,16,16,2000-06-11,2023-06-14
parcel_street,אשדוד,אשדוד|2066-365|הרב הרצוג,2,2,2021-03-16,2021-07-29
parcel_street,אשדוד,אשדוד|2066-368|הרב הרצוג,2,2,2008-02-18,2009-01-07
parcel_street,אשדוד,אשדוד|2066-374|אייל,2,2,2008-02-05,2014-11-13
parcel_street,אשדוד,אשדוד|2066-401|הלביאה,2,2,2009-01-29,2009-11-22
parcel_street,אשדוד,אשדוד|2066-403|בורוכוב,2,2,2006-05-17,2006-08-10
parcel_street,אשדוד,אשדוד|2066-407|בורוכוב,11,11,2007-08-01,2024-08-27
parcel_street,אשדוד,אשדוד|2066-409|בורוכוב,8,8,2006-08-07,2024-01-23
parcel_street,אשדוד,אשדוד|2066-413|בורוכוב,3,3,2009-06-24,2024-03-27
parcel_street,אשדוד,אשדוד|2066-414|בורוכוב,15,15,2003-08-27,2021-09-30
parcel_street,אשדוד,אשדוד|2066-415|הרב מימון,3,3,1998-11-05,2013-07-04
parcel_street,אשדוד,אשדוד|2066-416|הרב מימון,6,6,2004-12-12,2021-08-31
parcel_street,אשדוד,אשדוד|2066-419|הרב מימון,5,5,1999-07-04,2018-12-31
parcel_street,אשדוד,אשדוד|2066-420|הרב מימון,7,7,1999-06-08,2024-05-22
parcel_street,אשדוד,אשדוד|2066-421|הרב מימון,10,10,2007-08-13,2024-09-01
parcel_street,אשדוד,אשדוד|2066-422|הרב מימון,11,11,1998-11-24,2023-02-05
parcel_street,אשדוד,אשדוד|2066-424|הרב מימון,8,8,2006-07-25,2024-08-25
parcel_street,אשדוד,אשדוד|2066-425|הרב מימון,7,7,1998-07-29,2022-10-02
parcel_street,אשדוד,אשדוד|2066-426|הרב מימון,7,7,2009-11-17,2021-12-08
parcel_street,אשדוד,אשדוד|2066-427|הרב מימון,10,10,2008-12-15,2024-09-12
parcel_street,אשדוד,אשדוד|2066-429|הרב מימון,7,7,2006-12-27,2022-12-06
parcel_street,אשדוד,אשדוד|2066-430|הרב מימון,8,8,2001-04-17,2024-02-29
parcel_street,אשדוד,אשדוד|2066-431|הרב מימון,7,7,2004-11-21,2022-06-30
parcel_street,אשדוד,אשדוד|2066-432|הרב מימון,7,7,2011-05-11,2021-04-18
parcel_street,אשדוד,אשדוד|2066-434|הרב מימון,5,5,2009-06-26,2022-08-30
parcel_street,אשדוד,אשדוד|2066-466|המעפילים,18,18,1999-03-08,2023-12-24
parcel_street,אשדוד,אשדוד|2066-467|המעפילים,20,20,1999-06-29,2023-07-18
parcel_street,אשדוד,אשדוד|2066-468|המעפילים,24,24,2000-06-22,2023-03-30
parcel_street,אשדוד,אשדוד|2066-469|המעפילים,19,19,2000-06-20,2023-06-30
parcel_street,אשדוד,אשדוד|2066-470|המעפילים,11,11,1999-06-23,2023-06-22
parcel_street,אשדוד,אשדוד|2066-472|המעפילים,13,12,2001-11-07,2022-05-22
parcel_street,אשדוד,אשדוד|2066-473|המעפילים,16,16,2003-10-29,2024-06-13
parcel_street,אשדוד,אשדוד|2066-474|המעפילים,19,19,1998-12-18,2024-05-08
parcel_street,אשדוד,אשדוד|2066-475|המעפילים,17,17,1998-10-25,2023-03-13
parcel_street,אשדוד,אשדוד|2066-476|המעפילים,19,19,1999-05-30,2022-02-07
parcel_street,אשדוד,אשדוד|2066-477|המעפילים,8,8,2009-03-31,2022-04-26
parcel_street,אשדוד,אשדוד|2066-479|המעפילים,8,8,2010-03-03,2024-02-08
parcel_street,אשדוד,אשדוד|2066-480|המעפילים,7,7,1998-10-02,2021-04-25
parcel_street,אשדוד,אשדוד|2066-482|המעפילים,13,13,2004-06-08,2023-06-27
parcel_street,אשדוד,אשדוד|2066-483|המעפילים,15,15,1999-03-23,2022-05-18
parcel_street,אשדוד,אשדוד|2066-484|המעפילים,16,16,2000-12-13,2024-04-07
parcel_street,אשדוד,אשדוד|2066-487|סטרומה,12,4,2005-08-17,2023-12-17
parcel_street,אשדוד,אשדוד|2066-494|זמיר,2,2,2019-02-26,2019-11-26
parcel_street,אשדוד,אשדוד|2066-495|דוכיפת,2,2,2011-10-31,2020-12-09
parcel_street,אשדוד,אשדוד|2066-497|דוכיפת,2,2,2014-01-20,2021-01-15
parcel_street,אשדוד,אשדוד|2066-499|זמיר,2,2,2007-04-20,2012-02-02
parcel_street,אשדוד,אשדוד|2066-500|דוכיפת,2,2,2020-01-15,2021-10-31
parcel_street,אשדוד,אשדוד|2066-505|נחליאלי,6,2,2008-08-19,2021-01-19
parcel_street,אשדוד,אשדוד|2066-510|נחליאלי,6,2,1999-10-17,2020-05-14
parcel_street,אשדוד,אשדוד|2066-522|המעפילים,17,17,2009-01-08,2024-09-12
parcel_street,אשדוד,אשדוד|2066-523|המעפילים,21,21,1999-05-18,2023-03-30
parcel_street,אשדוד,אשדוד|2066-524|המעפילים,4,4,2000-04-18,2021-12-10
parcel_street,אשדוד,אשדוד|2066-88|קבוץ גלויות,30,15,1998-01-01,2024-02-27
parcel_street,אשדוד,"אשדוד|2066-88|רמב""ם",28,14,2008-03-26,2023-12-04
parcel_street,אשדוד,אשדוד|2066-89|קבוץ גלויות,50,24,1999-04-26,2021-07-26
parcel_street,אשדוד,אשדוד|2066-90|קבוץ גלויות,84,42,1999-05-27,2024-03-31
parcel_street,אשדוד,אשדוד|2066-94|בארי,2,2,2000-07-11,2015-12-14
parcel_street,אשדוד,אשדוד|2066-99|בארי,3,3,2008-02-14,2020-03-12
parcel_street,אשדוד,אשדוד|2067-20|גאפונוב,18,18,1998-08-13,2023-05-28
parcel_street,אשדוד,אשדוד|2067-21|גאפונוב,16,16,2001-08-30,2022-09-21
parcel_street,אשדוד,אשדוד|2067-22|גאפונוב,24,24,1998-07-15,2022-08-18
parcel_street,אשדוד,אשדוד|2067-33|גאפונוב,12,12,1999-12-24,2022-07-28
