match_definition,city,_property_key,rows,unique_sale_dates,first_date,last_date
parcel_address,אשדוד,"אשדוד|2002-91|אופל, אשדוד",3,3,2007-08-22,2024-05-22
parcel_address,אשדוד,"אשדוד|2002-94|אופל, אשדוד",2,2,2007-08-02,2015-11-18
parcel_address,אשדוד,"אשדוד|2002-96|אופל, אשדוד",2,2,2010-12-16,2018-03-28
parcel_address,אשדוד,"אשדוד|2002-97|אמרלד, אשדוד",2,2,2014-01-02,2022-02-01
parcel_address,אשדוד,"אשדוד|2002-98|אמרלד, אשדוד",2,2,2008-08-12,2012-09-05
parcel_address,אשדוד,"אשדוד|2003-61|ברקת, אשדוד",17,17,2008-04-15,2024-08-25
parcel_address,אשדוד,"אשדוד|2003-81|גביש, אשדוד",3,3,2015-08-03,2021-12-15
parcel_address,אשדוד,"אשדוד|2003-87|גביש, אשדוד",3,3,2016-01-18,2023-09-13
parcel_address,אשדוד,"אשדוד|2003-88|גביש, אשדוד",2,2,2017-09-16,2017-09-17
parcel_address,אשדוד,"אשדוד|2003-90|גביש, אשדוד",2,2,2018-10-16,2019-04-17
parcel_address,אשדוד,"אשדוד|2003-91|גביש, אשדוד",2,2,2018-10-16,2021-07-08
parcel_address,אשדוד,"אשדוד|2003-98|נופך, אשדוד",6,2,2011-03-23,2018-02-21
parcel_address,אשדוד,"אשדוד|2023-16|רב ינאי, אשדוד",144,72,1998-03-01,2024-01-09
parcel_address,אשדוד,"אשדוד|2023-19|רב ינאי, אשדוד",204,89,2015-06-20,2024-02-18
parcel_address,אשדוד,"אשדוד|2023-20|רב ינאי, אשדוד",12,6,2008-02-06,2022-08-17
parcel_address,אשדוד,"אשדוד|2023-21|רב ינאי, אשדוד",64,32,1998-12-27,2024-01-31
parcel_address,אשדוד,"אשדוד|2023-75|רבא, אשדוד",100,48,2002-04-25,2024-07-06
parcel_address,אשדוד,"אשדוד|2023-76|רבי יהודה הנשיא, אשדוד",12,6,1998-11-30,2013-06-19
parcel_address,אשדוד,"אשדוד|2023-77|רב חיסדא, אשדוד",12,6,1998-12-07,2022-02-19
parcel_address,אשדוד,"אשדוד|2023-77|רבי יהודה הנשיא, אשדוד",10,5,2015-01-08,2023-02-27
parcel_address,אשדוד,"אשדוד|2023-78|רבא, אשדוד",32,16,1999-06-22,2024-01-16
parcel_address,אשדוד,"אשדוד|2023-79|רב חיסדא, אשדוד",48,24,1999-04-14,2023-04-03
parcel_address,אשדוד,"אשדוד|2023-83|רבי טרפון, אשדוד",32,15,2004-05-16,2023-12-24
parcel_address,אשדוד,"אשדוד|2023-83|רשב""י, אשדוד",68,34,2007-11-18,2024-06-23
parcel_address,אשדוד,"אשדוד|2023-84|רשב""י, אשדוד",148,73,1998-01-01,2021-08-25
parcel_address,אשדוד,"אשדוד|2023-85|רב ינאי, אשדוד",84,41,1998-08-05,2021-10-05
parcel_address,אשדוד,"אשדוד|2026-14|המתכת, אשדוד",5,5,2003-09-14,2013-12-15
parcel_address,אשדוד,"אשדוד|2026-28|הבטיחות, אשדוד",2,2,2012-11-29,2015-05-25
parcel_address,אשדוד,"אשדוד|2026-2|הפלדה, אשדוד",24,24,2006-02-28,2023-03-14
parcel_address,אשדוד,"אשדוד|2027-10|הפלדה, אשדוד",3,3,1999-02-25,2011-09-25
parcel_address,אשדוד,"אשדוד|2028-27|המתכת, אשדוד",2,2,2007-06-10,2009-02-15
parcel_address,אשדוד,"אשדוד|2029-14|האשלג, אשדוד",2,2,2011-11-29,2011-12-30
parcel_address,אשדוד,"אשדוד|2029-29|המדע, אשדוד",2,2,1999-08-18,2013-02-14
parcel_address,אשדוד,"אשדוד|2029-30|המדע, אשדוד",53,36,1998-06-23,2023-12-17
parcel_address,אשדוד,"אשדוד|2029-7|המתכת, אשדוד",3,3,2007-08-05,2008-08-24
parcel_address,אשדוד,"אשדוד|2029-8|המתכת, אשדוד",2,2,2003-12-31,2012-04-30
parcel_address,אשדוד,"אשדוד|2061-100|האצ""ל, אשדוד",8,8,2000-12-07,2019-12-03
parcel_address,אשדוד,"אשדוד|2061-101|האצ""ל, אשדוד",12,12,1999-03-24,2020-09-02
parcel_address,אשדוד,"אשדוד|2061-114|קדושי בלזן, אשדוד",4,2,2021-11-30,2022-12-13
parcel_address,אשדוד,"אשדוד|2061-117|בובר מרטין, אשדוד",2,2,2000-04-14,2018-06-06
parcel_address,אשדוד,"אשדוד|2061-118|בובר מרטין, אשדוד",3,3,2009-08-25,2018-01-31
parcel_address,אשדוד,"אשדוד|2061-121|בובר מרטין, אשדוד",2,2,2009-10-08,2015-11-25
parcel_address,אשדוד,"אשדוד|2061-123|בובר מרטין, אשדוד",3,3,2012-04-02,2021-07-25
parcel_address,אשדוד,"אשדוד|2061-125|בובר מרטין, אשדוד",2,2,1999-08-04,2022-03-24
parcel_address,אשדוד,"אשדוד|2061-126|בובר מרטין, אשדוד",2,2,2018-12-05,2022-09-14
parcel_address,אשדוד,"אשדוד|2061-127|הטיילת, אשדוד",203,198,1998-01-26,2024-06-04
parcel_address,אשדוד,"אשדוד|2061-130|סילבר אבא הלל, אשדוד",28,14,2002-06-23,2024-03-10
parcel_address,אשדוד,"אשדוד|2061-131|סילבר אבא הלל, אשדוד",22,11,1998-10-26,2024-01-10
parcel_address,אשדוד,"אשדוד|2061-132|סילבר אבא הלל, אשדוד",18,9,1998-08-21,2022-01-06
parcel_address,אשדוד,"אשדוד|2061-133|האצ""ל, אשדוד",20,20,1998-01-11,2023-12-14
parcel_address,אשדוד,"אשדוד|2061-135|האצ""ל, אשדוד",8,8,1998-01-02,2020-12-17
parcel_address,אשדוד,"אשדוד|2061-136|האצ""ל, אשדוד",31,30,2000-05-28,2024-02-13
parcel_address,אשדוד,"אשדוד|2061-137|נורדאו, אשדוד",15,5,2014-07-03,2022-09-20
parcel_address,אשדוד,"אשדוד|2061-138|הרב הגר, אשדוד",10,10,1998-09-17,2023-05-11
parcel_address,אשדוד,"אשדוד|2061-139|הטיילת, אשדוד",92,91,2000-06-06,2024-07-15
parcel_address,אשדוד,"אשדוד|2061-141|הטיילת, אשדוד",85,79,2009-09-09,2023-06-28
parcel_address,אשדוד,"אשדוד|2061-16|ז'בוטינסקי, אשדוד",14,14,2001-05-16,2019-09-09
parcel_address,אשדוד,"אשדוד|2061-22|סילבר אבא הלל, אשדוד",4,2,1998-11-10,2007-09-03
parcel_address,אשדוד,"אשדוד|2061-30|נורדאו, אשדוד",345,115,1998-11-29,2023-07-24
parcel_address,אשדוד,"אשדוד|2061-50|קדושי בלזן, אשדוד",4,2,2009-04-19,2022-07-03
parcel_address,אשדוד,"אשדוד|2061-51|קדושי בלזן, אשדוד",4,2,2015-02-05,2018-01-10
parcel_address,אשדוד,"אשדוד|2061-55|סילבר אבא הלל, אשדוד",4,2,2007-03-01,2012-04-29
parcel_address,אשדוד,"אשדוד|2061-76|האצ""ל, אשדוד",19,19,1998-07-09,2023-12-19
parcel_address,אשדוד,"אשדוד|2061-77|נורדאו, אשדוד",33,11,2005-11-03,2024-05-27
parcel_address,אשדוד,"אשדוד|2061-78|האצ""ל, אשדוד",13,13,2001-10-03,2023-05-17
parcel_address,אשדוד,"אשדוד|2061-78|ז'בוטינסקי, אשדוד",11,11,2003-01-02,2024-06-04
parcel_address,אשדוד,"אשדוד|2061-78|יאיר, אשדוד",7,7,2005-02-27,2023-01-10
parcel_address,אשדוד,"אשדוד|2061-79|האצ""ל, אשדוד",11,11,2001-06-07,2024-02-12
parcel_address,אשדוד,"אשדוד|2061-79|יאיר, אשדוד",20,20,1999-08-01,2024-09-02
parcel_address,אשדוד,"אשדוד|2061-80|האצ""ל, אשדוד",8,8,2002-08-11,2022-01-19
parcel_address,אשדוד,"אשדוד|2061-88|נורדאו, אשדוד",18,5,2001-05-08,2020-08-27
parcel_address,אשדוד,"אשדוד|2061-90|נורדאו, אשדוד",63,18,2014-10-19,2023-03-21
parcel_address,אשדוד,"אשדוד|2061-91|קדושי בלזן, אשדוד",48,24,1999-11-14,2024-02-18
parcel_address,אשדוד,"אשדוד|2061-96|נורדאו, אשדוד",30,10,2000-09-04,2019-08-25
parcel_address,אשדוד,"אשדוד|2061-97|נורדאו, אשדוד",39,13,2003-06-01,2022-03-07
parcel_address,אשדוד,"אשדוד|2062-20|הבנאים, אשדוד",17,17,2008-06-16,2023-08-26
parcel_address,אשדוד,"אשדוד|2062-27|התקשורת, אשדוד",13,10,2000-12-07,2021-12-12
parcel_address,אשדוד,"אשדוד|2062-28|התקשורת, אשדוד",22,20,2013-10-14,2024-02-14
parcel_address,אשדוד,"אשדוד|2062-30|הבנאים, אשדוד",8,8,1998-08-16,2023-11-15
parcel_address,אשדוד,"אשדוד|2062-31|האורגים, אשדוד",4,4,2016-03-14,2021-05-31
parcel_address,אשדוד,"אשדוד|2062-35|הבנאים, אשדוד",17,17,1999-05-09,2020-01-09
parcel_address,אשדוד,"אשדוד|2062-39|הבנאים, אשדוד",12,10,2001-07-22,2017-12-28
parcel_address,אשדוד,"אשדוד|2062-41|האורגים, אשדוד",2,2,1998-01-13,2003-05-08
parcel_address,אשדוד,"אשדוד|2062-42|האורגים, אשדוד",2,2,2007-09-10,2015-06-24
parcel_address,אשדוד,"אשדוד|2062-45|האורגים, אשדוד",18,16,1999-12-08,2023-02-02
parcel_address,אשדוד,"אשדוד|2062-48|התקשורת, אשדוד",8,8,2009-08-24,2019-11-30
parcel_address,אשדוד,"אשדוד|2062-49|האורגים, אשדוד",17,17,1998-04-01,2022-12-13
parcel_address,אשדוד,"אשדוד|2062-50|הבנאים, אשדוד",24,23,1998-01-14,2024-02-07
parcel_address,אשדוד,"אשדוד|2062-56|האורגים, אשדוד",22,21,2003-05-26,2024-03-03
parcel_address,אשדוד,"אשדוד|2062-57|הבנאים, אשדוד",3,3,2010-02-02,2016-01-05
parcel_address,אשדוד,"אשדוד|2062-61|האורגים, אשדוד",2,2,2004-05-19,2007-02-26
parcel_address,אשדוד,"אשדוד|2062-65|האורגים, אשדוד",15,8,2000-05-04,2023-05-01
parcel_address,אשדוד,"אשדוד|2062-67|האורגים, אשדוד",171,131,2010-04-20,2024-06-06
parcel_address,אשדוד,"אשדוד|2062-92|האורגים, אשדוד",2,2,2023-06-25,2024-02-19
parcel_address,אשדוד,"אשדוד|2064-23|העבודה, אשדוד",5,5,2013-10-08,2017-08-07
parcel_address,אשדוד,"אשדוד|2064-25|העבודה, אשדוד",2,2,2016-08-16,2018-09-05
parcel_address,אשדוד,"אשדוד|2066-110|בארי, אשדוד",3,3,1999-10-21,2017-12-20
parcel_address,אשדוד,"אשדוד|2066-114|שבי ציון, אשדוד",54,27,2000-03-16,2023-08-21
parcel_address,אשדוד,"אשדוד|2066-115|שבי ציון, אשדוד",112,55,1998-01-19,2024-03-20
parcel_address,אשדוד,"אשדוד|2066-116|המעפילים, אשדוד",69,69,2000-06-12,2024-05-16
parcel_address,אשדוד,"אשדוד|2066-116|הרב קוק, אשדוד",2,2,2020-08-13,2020-09-06
parcel_address,אשדוד,"אשדוד|2066-117|יוספטל, אשדוד",123,40,1998-10-28,2024-07-08
parcel_address,אשדוד,"אשדוד|2066-122|הרב קוק, אשדוד",3,3,1999-03-09,2019-05-23
parcel_address,אשדוד,"אשדוד|2066-12|ילין דוד, אשדוד",9,3,2016-03-03,2022-09-14
parcel_address,אשדוד,"אשדוד|2066-130|הרב קוק, אשדוד",14,14,1998-08-16,2022-03-20
parcel_address,אשדוד,"אשדוד|2066-133|רמב""ם, אשדוד",58,29,2007-05-17,2023-09-11
parcel_address,אשדוד,"אשדוד|2066-135|הרב קוק, אשדוד",24,24,1998-10-23,2024-06-05
parcel_address,אשדוד,"אשדוד|2066-13|יוספטל, אשדוד",12,4,2003-01-19,2022-03-13
parcel_address,אשדוד,"אשדוד|2066-14|יוספטל, אשדוד",15,5,1998-10-08,2015-03-01
parcel_address,אשדוד,"אשדוד|2066-15|יוספטל, אשדוד",24,8,2007-12-25,2021-10-25
parcel_address,אשדוד,"אשדוד|2066-16|יוספטל, אשדוד",9,3,2013-09-17,2024-03-28
parcel_address,אשדוד,"אשדוד|2066-170|יורדי הסירה, אשדוד",6,2,2007-03-29,2009-05-12
parcel_address,אשדוד,"אשדוד|2066-175|המעפילים, אשדוד",13,13,2006-05-29,2022-10-19
parcel_address,אשדוד,"אשדוד|2066-176|המעפילים, אשדוד",12,12,2001-05-08,2023-11-30
parcel_address,אשדוד,"אשדוד|2066-177|המעפילים, אשדוד",17,17,2007-04-17,2021-12-14
parcel_address,אשדוד,"אשדוד|2066-178|יורדי הסירה, אשדוד",42,14,2001-11-23,2022-08-09
parcel_address,אשדוד,"אשדוד|2066-179|יורדי הסירה, אשדוד",51,17,1998-12-14,2023-12-27
parcel_address,אשדוד,"אשדוד|2066-17|יוספטל, אשדוד",12,4,2008-01-11,2021-01-28
parcel_address,אשדוד,"אשדוד|2066-180|יורדי הסירה, אשדוד",42,14,1998-11-18,2019-07-17
parcel_address,אשדוד,"אשדוד|2066-181|יורדי הסירה, אשדוד",30,10,2008-09-05,2021-05-30
parcel_address,אשדוד,"אשדוד|2066-183|יורדי הסירה, אשדוד",36,12,2001-06-03,2024-05-12
parcel_address,אשדוד,"אשדוד|2066-184|קבוץ גלויות, אשדוד",26,13,1999-01-21,2024-04-15
parcel_address,אשדוד,"אשדוד|2066-18|יוספטל, אשדוד",12,4,2018-11-11,2022-12-25
parcel_address,אשדוד,"אשדוד|2066-19|יצחק שדה, אשדוד",15,5,2006-03-20,2023-05-30
parcel_address,אשדוד,"אשדוד|2066-209|הרב קוק, אשדוד",11,10,1999-05-16,2023-01-23
parcel_address,אשדוד,"אשדוד|2066-20|יצחק שדה, אשדוד",18,6,1999-01-31,2017-02-08
parcel_address,אשדוד,"אשדוד|2066-210|הרב קוק, אשדוד",8,8,1999-08-02,2024-06-17
parcel_address,אשדוד,"אשדוד|2066-211|הרב קוק, אשדוד",12,12,2005-09-18,2024-07-18
parcel_address,אשדוד,"אשדוד|2066-213|הרב קוק, אשדוד",26,26,1999-06-14,2023-10-26
parcel_address,אשדוד,"אשדוד|2066-214|הרב קוק, אשדוד",31,31,1999-05-04,2024-03-04
parcel_address,אשדוד,"אשדוד|2066-216|אבן גבירול, אשדוד",9,9,2022-02-16,2024-07-15
parcel_address,אשדוד,"אשדוד|2066-216|הרב קוק, אשדוד",56,54,1999-03-28,2024-08-15
parcel_address,אשדוד,"אשדוד|2066-217|הרב קוק, אשדוד",21,21,1998-12-16,2024-02-26
parcel_address,אשדוד,"אשדוד|2066-224|הרב קוק, אשדוד",26,26,2003-05-26,2022-10-02
parcel_address,אשדוד,"אשדוד|2066-225|יוספטל, אשדוד",30,10,2000-01-04,2022-09-01
parcel_address,אשדוד,"אשדוד|2066-229|המעפילים, אשדוד",17,17,1998-12-27,2019-12-02
parcel_address,אשדוד,"אשדוד|2066-22|ילין דוד, אשדוד",30,10,1998-09-17,2022-05-17
parcel_address,אשדוד,"אשדוד|2066-230|המעפילים, אשדוד",20,20,1998-12-03,2022-01-13
parcel_address,אשדוד,"אשדוד|2066-231|המעפילים, אשדוד",17,17,1998-10-19,2022-11-15
parcel_address,אשדוד,"אשדוד|2066-232|המעפילים, אשדוד",9,9,1998-11-22,2024-07-22
parcel_address,אשדוד,"אשדוד|2066-233|המעפילים, אשדוד",15,15,1998-12-16,2023-07-27
parcel_address,אשדוד,"אשדוד|2066-234|המעפילים, אשדוד",17,17,1998-10-25,2023-09-19
parcel_address,אשדוד,"אשדוד|2066-235|הרב קוק, אשדוד",23,22,2003-11-13,2022-11-23
parcel_address,אשדוד,"אשדוד|2066-236|הרב קוק, אשדוד",12,12,1999-02-10,2022-09-11
parcel_address,אשדוד,"אשדוד|2066-237|הרב קוק, אשדוד",19,19,1999-04-20,2024-05-28
parcel_address,אשדוד,"אשדוד|2066-23|ילין דוד, אשדוד",6,2,2020-03-05,2022-01-19
parcel_address,אשדוד,"אשדוד|2066-266|יוספטל, אשדוד",60,20,1999-05-05,2023-12-22
parcel_address,אשדוד,"אשדוד|2066-267|הרב קוק, אשדוד",25,25,1998-10-27,2024-04-19
parcel_address,אשדוד,"אשדוד|2066-268|הרב קוק, אשדוד",20,20,2008-04-03,2022-08-11
parcel_address,אשדוד,"אשדוד|2066-269|אבן גבירול, אשדוד",3,3,2022-03-01,2023-05-03
parcel_address,אשדוד,"אשדוד|2066-270|יוספטל, אשדוד",63,21,1998-12-23,2024-05-31
parcel_address,אשדוד,"אשדוד|2066-273|אבן גבירול, אשדוד",4,4,2022-04-13,2024-03-14
parcel_address,אשדוד,"אשדוד|2066-274|אבן גבירול, אשדוד",2,2,2022-06-14,2023-08-13
parcel_address,אשדוד,"אשדוד|2066-275|אבן גבירול, אשדוד",2,2,2023-08-01,2024-03-22
parcel_address,אשדוד,"אשדוד|2066-276|אבן גבירול, אשדוד",2,2,2021-09-12,2022-02-21
parcel_address,אשדוד,"אשדוד|2066-278|מקלנבורג, אשדוד",36,12,2008-02-25,2021-06-22
parcel_address,אשדוד,"אשדוד|2066-280|מקלנבורג, אשדוד",36,12,1999-01-11,2022-08-02
parcel_address,אשדוד,"אשדוד|2066-281|אבן גבירול, אשדוד",2,2,2022-09-04,2022-09-28
parcel_address,אשדוד,"אשדוד|2066-282|מקלנבורג, אשדוד",27,9,2008-11-09,2022-03-28
parcel_address,אשדוד,"אשדוד|2066-283|מקלנבורג, אשדוד",30,10,1999-06-24,2024-08-28
parcel_address,אשדוד,"אשדוד|2066-285|אבן גבירול, אשדוד",6,6,2021-07-07,2023-03-12
parcel_address,אשדוד,"אשדוד|2066-28|אבן גבירול, אשדוד",2,2,2022-03-08,2022-07-03
parcel_address,אשדוד,"אשדוד|2066-290|יצחק שדה, אשדוד",45,15,2006-01-19,2024-04-18
parcel_address,אשדוד,"אשדוד|2066-291|רמב""ם, אשדוד",24,12,2005-12-05,2022-07-26
parcel_address,אשדוד,"אשדוד|2066-292|רמב""ם, אשדוד",30,15,2003-01-02,2024-08-12
parcel_address,אשדוד,"אשדוד|2066-294|רמב""ם, אשדוד",20,10,1998-08-06,2021-10-03
parcel_address,אשדוד,"אשדוד|2066-296|רמב""ם, אשדוד",14,7,2008-11-20,2022-12-28
parcel_address,אשדוד,"אשדוד|2066-307|הרב קוק, אשדוד",14,14,1999-08-15,2023-05-24
parcel_address,אשדוד,"אשדוד|2066-318|סטרומה, אשדוד",45,15,2007-09-03,2022-06-23
parcel_address,אשדוד,"אשדוד|2066-321|אגדיר, אשדוד",13,13,2001-09-06,2024-01-08
parcel_address,אשדוד,"אשדוד|2066-323|אגדיר, אשדוד",11,11,2000-11-15,2024-05-16
parcel_address,אשדוד,"אשדוד|2066-324|אגדיר, אשדוד",10,10,2005-07-20,2023-07-04
parcel_address,אשדוד,"אשדוד|2066-325|קבוץ גלויות, אשדוד",22,11,1998-12-30,2023-04-13
parcel_address,אשדוד,"אשדוד|2066-326|קבוץ גלויות, אשדוד",28,14,2006-11-20,2024-01-31
parcel_address,אשדוד,"אשדוד|2066-327|קבוץ גלויות, אשדוד",14,7,2004-06-30,2024-02-01
parcel_address,אשדוד,"אשדוד|2066-328|קבוץ גלויות, אשדוד",28,14,1999-06-20,2022-04-10
parcel_address,אשדוד,"אשדוד|2066-329|רמב""ם, אשדוד",68,34,2003-12-02,2024-04-09
parcel_address,אשדוד,"אשדוד|2066-32|אבן גבירול, אשדוד",2,2,2022-06-01,2023-11-26
parcel_address,אשדוד,"אשדוד|2066-330|קבוץ גלויות, אשדוד",22,11,2007-07-31,2023-05-23
parcel_address,אשדוד,"אשדוד|2066-331|קבוץ גלויות, אשדוד",18,9,2008-01-01,2022-07-04
parcel_address,אשדוד,"אשדוד|2066-332|קבוץ גלויות, אשדוד",32,16,1999-07-05,2024-08-22
parcel_address,אשדוד,"אשדוד|2066-333|סולד הנריטה, אשדוד",69,23,1998-07-27,2024-02-01
parcel_address,אשדוד,"אשדוד|2066-334|קבוץ גלויות, אשדוד",14,7,2006-04-30,2024-09-08
parcel_address,אשדוד,"אשדוד|2066-335|הרב הרצוג, אשדוד",32,32,1999-05-16,2024-08-14
parcel_address,אשדוד,"אשדוד|2066-336|קבוץ גלויות, אשדוד",10,5,1998-12-27,2023-01-12
parcel_address,אשדוד,"אשדוד|2066-337|קבוץ גלויות, אשדוד",24,12,2005-12-19,2022-02-17
parcel_address,אשדוד,"אשדוד|2066-338|בורוכוב, אשדוד",6,6,2006-05-08,2023-02-08
parcel_address,אשדוד,"אשדוד|2066-339|בורוכוב, אשדוד",3,3,2004-12-16,2024-07-11
parcel_address,אשדוד,"אשדוד|2066-339|קבוץ גלויות, אשדוד",8,4,2016-06-02,2024-05-28
parcel_address,אשדוד,"אשדוד|2066-340|קבוץ גלויות, אשדוד",22,11,2006-03-23,2022-04-15
parcel_address,אשדוד,"אשדוד|2066-341|בורוכוב, אשדוד",10,10,2006-05-17,2022-03-22
parcel_address,אשדוד,"אשדוד|2066-342|קבוץ גלויות, אשדוד",22,11,2008-04-14,2024-01-26
parcel_address,אשדוד,"אשדוד|2066-343|קבוץ גלויות, אשדוד",20,10,2007-08-19,2023-06-28
parcel_address,אשדוד,"אשדוד|2066-344|בורוכוב, אשדוד",7,7,2010-01-03,2022-11-27
parcel_address,אשדוד,"אשדוד|2066-345|קבוץ גלויות, אשדוד",8,4,2009-12-07,2022-07-21
parcel_address,אשדוד,"אשדוד|2066-346|קבוץ גלויות, אשדוד",14,7,2007-09-02,2017-11-15
parcel_address,אשדוד,"אשדוד|2066-348|רמב""ם, אשדוד",24,12,2008-08-11,2023-10-25
parcel_address,אשדוד,"אשדוד|2066-349|רמב""ם, אשדוד",28,14,2007-06-03,2024-03-12
parcel_address,אשדוד,"אשדוד|2066-350|רמב""ם, אשדוד",14,7,2010-12-01,2022-02-03
parcel_address,אשדוד,"אשדוד|2066-351|רמב""ם, אשדוד",16,8,2007-11-29,2023-12-28
parcel_address,אשדוד,"אשדוד|2066-352|רמב""ם, אשדוד",18,9,2010-08-10,2023-09-04
parcel_address,אשדוד,"אשדוד|2066-356|הרב הרצוג, אשדוד",6,6,2008-12-29,2023-09-10
parcel_address,אשדוד,"אשדוד|2066-360|הרב הרצוג, אשדוד",5,5,2011-06-03,2023-04-23
parcel_address,אשדוד,"אשדוד|2066-361|הרב הרצוג, אשדוד",6,6,2008-02-04,2022-01-06
parcel_address,אשדוד,"אשדוד|2066-362|הרב הרצוג, אשדוד",7,7,1998-08-09,2022-11-22
parcel_address,אשדוד,"אשדוד|2066-363|הרב הרצוג, אשדוד",16,16,2000-06-11,2023-06-14
parcel_address,אשדוד,"אשדוד|2066-365|הרב הרצוג, אשדוד",2,2,2021-03-16,2021-07-29
parcel_address,אשדוד,"אשדוד|2066-368|הרב הרצוג, אשדוד",2,2,2008-02-18,2009-01-07
parcel_address,אשדוד,"אשדוד|2066-374|אייל, אשדוד",2,2,2008-02-05,2014-11-13
parcel_address,אשדוד,"אשדוד|2066-401|הלביאה, אשדוד",2,2,2009-01-29,2009-11-22
parcel_address,אשדוד,"אשדוד|2066-403|בורוכוב, אשדוד",2,2,2006-05-17,2006-08-10
parcel_address,אשדוד,"אשדוד|2066-407|בורוכוב, אשדוד",11,11,2007-08-01,2024-08-27
parcel_address,אשדוד,"אשדוד|2066-409|בורוכוב, אשדוד",8,8,2006-08-07,2024-01-23
parcel_address,אשדוד,"אשדוד|2066-413|בורוכוב, אשדוד",3,3,2009-06-24,2024-03-27
parcel_address,אשדוד,"אשדוד|2066-414|בורוכוב, אשדוד",15,15,2003-08-27,2021-09-30
parcel_address,אשדוד,"אשדוד|2066-415|הרב מימון, אשדוד",3,3,1998-11-05,2013-07-04
parcel_address,אשדוד,"אשדוד|2066-416|הרב מימון, אשדוד",6,6,2004-12-12,2021-08-31
parcel_address,אשדוד,"אשדוד|2066-419|הרב מימון, אשדוד",5,5,1999-07-04,2018-12-31
parcel_address,אשדוד,"אשדוד|2066-420|הרב מימון, אשדוד",7,7,1999-06-08,2024-05-22
parcel_address,אשדוד,"אשדוד|2066-421|הרב מימון, אשדוד",10,10,2007-08-13,2024-09-01
parcel_address,אשדוד,"אשדוד|2066-422|הרב מימון, אשדוד",11,11,1998-11-24,2023-02-05
parcel_address,אשדוד,"אשדוד|2066-424|הרב מימון, אשדוד",8,8,2006-07-25,2024-08-25
parcel_address,אשדוד,"אשדוד|2066-425|הרב מימון, אשדוד",7,7,1998-07-29,2022-10-02
parcel_address,אשדוד,"אשדוד|2066-426|הרב מימון, אשדוד",7,7,2009-11-17,2021-12-08
parcel_address,אשדוד,"אשדוד|2066-427|הרב מימון, אשדוד",10,10,2008-12-15,2024-09-12
parcel_address,אשדוד,"אשדוד|2066-429|הרב מימון, אשדוד",7,7,2006-12-27,2022-12-06
parcel_address,אשדוד,"אשדוד|2066-430|הרב מימון, אשדוד",8,8,2001-04-17,2024-02-29
parcel_address,אשדוד,"אשדוד|2066-431|הרב מימון, אשדוד",7,7,2004-11-21,2022-06-30
parcel_address,אשדוד,"אשדוד|2066-432|הרב מימון, אשדוד",7,7,2011-05-11,2021-04-18
parcel_address,אשדוד,"אשדוד|2066-434|הרב מימון, אשדוד",5,5,2009-06-26,2022-08-30
